NOC,Year,Athletes_Count,Sports_Count,Gold,Silver,Bronze,Total_Medals,Is_Host,Total Events,Total Disciplines,Total Sports,sports coverage,Gold winning rate,Silver winning rate,Bronze winning rate,Medal winning rate,Value
PER,2016,34,11,0,0,0,0,False,306.0,42.0,28.0,0.39285714285714285,0.0,0.0,0.0,0.0,0.0023937965335961895
PER,2020,42,17,0,0,0,0,False,339.0,50.0,33.0,0.5151515151515151,0.0,0.0,0.0,0.0,0.0021607720922726665
PER,2024,32,10,0,0,1,1,False,329.0,48.0,32.0,0.3125,0.0,0.0,0.00303951367781155,0.0010131712259371835,0.002226449055563629
PHI,2004,21,6,0,0,0,0,False,301.0,40.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.016382897605518754
PHI,2008,17,8,0,0,0,0,False,302.0,42.0,27.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.016328649600202465
PHI,2012,11,8,0,0,0,0,False,302.0,40.0,26.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.018074964031478197
PHI,2016,13,8,0,1,0,1,False,306.0,42.0,28.0,0.2857142857142857,0.0,0.0032679738562091504,0.0,0.0010893246187363835,0.017838689991851033
PHI,2020,27,11,1,2,1,4,False,339.0,50.0,33.0,0.3333333333333333,0.0029498525073746312,0.0058997050147492625,0.0029498525073746312,0.003933136676499509,0.015842402770587547
PHI,2024,44,9,2,0,2,4,False,329.0,48.0,32.0,0.28125,0.0060790273556231,0.0,0.0060790273556231,0.004052684903748734,0.015253240565714978
POL,2004,224,21,3,2,5,10,False,301.0,40.0,27.0,0.7777777777777778,0.009966777408637873,0.006644518272425249,0.016611295681063124,0.01107419712070875,0.039877211397477755
POL,2008,316,23,3,6,1,10,False,302.0,42.0,27.0,0.8518518518518519,0.009933774834437087,0.019867549668874173,0.0033112582781456954,0.011037527593818985,0.039979448885043935
POL,2012,256,24,2,2,6,10,False,302.0,40.0,26.0,0.9230769230769231,0.006622516556291391,0.006622516556291391,0.019867549668874173,0.011037527593818985,0.04065335855595316
POL,2016,289,24,2,3,6,11,False,306.0,42.0,28.0,0.8571428571428571,0.006535947712418301,0.00980392156862745,0.0196078431372549,0.011982570806100218,0.040121942104241345
POL,2020,282,28,4,5,5,14,False,339.0,50.0,33.0,0.8484848484848485,0.011799410029498525,0.014749262536873156,0.014749262536873156,0.01376597836774828,0.03982039829979611
POL,2024,312,28,1,4,5,10,False,329.0,48.0,32.0,0.875,0.00303951367781155,0.0121580547112462,0.015197568389057751,0.010131712259371834,0.04329720645405118
POR,2004,93,16,0,2,1,3,False,301.0,40.0,27.0,0.5925925925925926,0.0,0.006644518272425249,0.0033222591362126247,0.0033222591362126247,0.018128145443176032
POR,2008,87,16,1,1,0,2,False,302.0,42.0,27.0,0.5925925925925926,0.0033112582781456954,0.0033112582781456954,0.0,0.002207505518763797,0.018251737170522052
POR,2012,98,14,0,1,0,1,False,302.0,40.0,26.0,0.5384615384615384,0.0,0.0033112582781456954,0.0,0.0011037527593818985,0.018251737170522052
POR,2016,106,17,0,0,1,1,False,306.0,42.0,28.0,0.6071428571428571,0.0,0.0,0.0032679738562091504,0.0010893246187363835,0.01801315237090739
POR,2020,113,22,1,1,2,4,False,339.0,50.0,33.0,0.6666666666666666,0.0029498525073746312,0.0029498525073746312,0.0058997050147492625,0.003933136676499509,0.018181554590426575
POR,2024,95,19,1,2,1,4,False,329.0,48.0,32.0,0.59375,0.00303951367781155,0.0060790273556231,0.00303951367781155,0.004052684903748734,0.018734185429041365
PRK,2004,71,9,0,4,1,5,False,301.0,40.0,27.0,0.3333333333333333,0.0,0.013289036544850499,0.0033222591362126247,0.005537098560354375,0.05981118175216557
PRK,2008,66,12,2,1,3,6,False,302.0,42.0,27.0,0.4444444444444444,0.006622516556291391,0.0033112582781456954,0.009933774834437087,0.006622516556291391,0.060502577644967484
PRK,2012,57,11,4,0,2,6,False,302.0,40.0,26.0,0.4230769230769231,0.013245033112582781,0.0,0.006622516556291391,0.006622516556291391,0.060776051287620154
PRK,2016,38,9,2,3,2,7,False,306.0,42.0,28.0,0.32142857142857145,0.006535947712418301,0.00980392156862745,0.006535947712418301,0.007625272331154684,0.05998159310085389
PRK,2024,18,7,0,2,4,6,False,329.0,48.0,32.0,0.21875,0.0,0.0060790273556231,0.0121580547112462,0.0060790273556231,0.05248244758004303
PUR,2004,52,15,0,0,0,0,False,301.0,40.0,27.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.012376495153706691
PUR,2008,31,8,0,0,0,0,False,302.0,42.0,27.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.012471172340856419
PUR,2012,28,8,0,1,1,2,False,302.0,40.0,26.0,0.3076923076923077,0.0,0.0033112582781456954,0.0033112582781456954,0.002207505518763797,0.013607011367832756
PUR,2016,41,15,1,0,0,1,False,306.0,42.0,28.0,0.5357142857142857,0.0032679738562091504,0.0,0.0,0.0010893246187363835,0.013429141938187885
PUR,2020,39,15,1,0,0,1,False,339.0,50.0,33.0,0.45454545454545453,0.0029498525073746312,0.0,0.0,0.0009832841691248771,0.012242732857694448
PUR,2024,53,13,0,0,2,2,False,329.0,48.0,32.0,0.40625,0.0,0.0,0.0060790273556231,0.002026342451874367,0.012614852397441999
QAT,2004,15,4,0,0,0,0,False,301.0,40.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.012155301406211969
QAT,2008,20,6,0,0,0,0,False,302.0,42.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.012214797929564716
QAT,2012,14,4,0,0,2,2,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.006622516556291391,0.002207505518763797,0.012214797929564716
QAT,2016,42,10,0,1,0,1,False,306.0,42.0,28.0,0.35714285714285715,0.0,0.0032679738562091504,0.0,0.0010893246187363835,0.01205512736839394
QAT,2020,17,7,2,0,1,3,False,339.0,50.0,33.0,0.21212121212121213,0.0058997050147492625,0.0,0.0029498525073746312,0.0029498525073746312,0.010674186216034123
QAT,2024,13,5,0,0,1,1,False,329.0,48.0,32.0,0.15625,0.0,0.0,0.00303951367781155,0.0010131712259371835,0.009777436873643436
ROC,2020,561,38,20,28,23,71,False,339.0,50.0,33.0,1.1515151515151516,0.058997050147492625,0.08259587020648967,0.06784660766961652,0.06981317600786627,0.19531290199690238
ROU,2004,193,16,8,5,6,19,False,301.0,40.0,27.0,0.5925925925925926,0.026578073089700997,0.016611295681063124,0.019933554817275746,0.021040974529346623,0.02611673909196977
ROU,2008,172,16,4,1,3,8,False,302.0,42.0,27.0,0.5925925925925926,0.013245033112582781,0.0033112582781456954,0.009933774834437087,0.008830022075055188,0.02629383525620867
ROU,2012,155,15,2,5,2,9,False,302.0,40.0,26.0,0.5769230769230769,0.006622516556291391,0.016556291390728478,0.006622516556291391,0.009933774834437087,0.02712498696320662
ROU,2016,121,15,1,1,2,4,False,306.0,42.0,28.0,0.5357142857142857,0.0032679738562091504,0.0032679738562091504,0.006535947712418301,0.004357298474945534,0.026770411970223527
ROU,2020,119,18,1,3,0,4,False,339.0,50.0,33.0,0.5454545454545454,0.0029498525073746312,0.008849557522123894,0.0,0.003933136676499509,0.025122144398694257
ROU,2024,144,18,3,4,2,9,False,329.0,48.0,32.0,0.5625,0.00911854103343465,0.0121580547112462,0.0060790273556231,0.00911854103343465,0.024248624347412054
RSA,2004,128,20,1,3,2,6,False,301.0,40.0,27.0,0.7407407407407407,0.0033222591362126247,0.009966777408637873,0.006644518272425249,0.006644518272425249,0.03992565402912631
RSA,2008,179,20,0,1,0,1,False,302.0,42.0,27.0,0.7407407407407407,0.0,0.0033112582781456954,0.0,0.0011037527593818985,0.040774906638716614
RSA,2012,145,17,3,2,1,6,False,302.0,40.0,26.0,0.6538461538461539,0.009933774834437087,0.006622516556291391,0.0033112582781456954,0.006622516556291391,0.040774906638716614
RSA,2016,155,15,2,6,2,10,False,306.0,42.0,28.0,0.5357142857142857,0.006535947712418301,0.0196078431372549,0.006535947712418301,0.010893246187363835,0.04024190132317784
RSA,2020,211,23,1,2,0,3,False,339.0,50.0,33.0,0.696969696969697,0.0029498525073746312,0.0058997050147492625,0.0,0.0029498525073746312,0.04053294921011298
RSA,2024,161,24,1,3,2,6,False,329.0,48.0,32.0,0.75,0.00303951367781155,0.00911854103343465,0.0060790273556231,0.0060790273556231,0.041764953745374776
RUS,2004,593,29,28,26,36,90,False,301.0,40.0,27.0,1.0740740740740742,0.09302325581395349,0.08637873754152824,0.11960132890365449,0.09966777408637874,0.18742352329061865
RUS,2008,600,29,23,21,28,72,False,302.0,42.0,27.0,1.0740740740740742,0.076158940397351,0.0695364238410596,0.09271523178807947,0.07947019867549669,0.1860906614077501
RUS,2012,549,30,24,26,32,82,False,302.0,40.0,26.0,1.1538461538461537,0.07947019867549669,0.08609271523178808,0.10596026490066225,0.09050772626931568,0.18898216407073504
RUS,2016,406,29,19,17,20,56,False,306.0,42.0,28.0,1.0357142857142858,0.06209150326797386,0.05555555555555555,0.06535947712418301,0.06100217864923747,0.18651180898484307
SCG,2004,96,14,0,2,0,2,False,301.0,40.0,27.0,0.5185185185185185,0.0,0.006644518272425249,0.0,0.0022148394241417496,0.0
SGP,2004,22,6,0,0,0,0,False,301.0,40.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.007944933406410636
SGP,2008,36,6,0,1,0,1,False,302.0,42.0,27.0,0.2222222222222222,0.0,0.0033112582781456954,0.0,0.0011037527593818985,0.008157288088406435
SGP,2012,36,9,0,0,2,2,False,302.0,40.0,26.0,0.34615384615384615,0.0,0.0,0.006622516556291391,0.002207505518763797,0.00791473784361159
SGP,2016,32,7,1,0,0,1,False,306.0,42.0,28.0,0.25,0.0032679738562091504,0.0,0.0,0.0010893246187363835,0.007811277218204902
SGP,2020,30,12,0,0,0,0,False,339.0,50.0,33.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.007369807964083814
SGP,2024,32,11,0,0,1,1,False,329.0,48.0,32.0,0.34375,0.0,0.0,0.00303951367781155,0.0010131712259371835,0.0075938142851805866
SLO,2004,102,10,0,1,3,4,False,301.0,40.0,27.0,0.37037037037037035,0.0,0.0033222591362126247,0.009966777408637873,0.004429678848283499,0.0355538877747408
SLO,2008,73,11,1,2,2,5,False,302.0,42.0,27.0,0.4074074074074074,0.0033112582781456954,0.006622516556291391,0.006622516556291391,0.005518763796909493,0.03543615966952642
SLO,2012,78,15,1,1,2,4,False,302.0,40.0,26.0,0.5769230769230769,0.0033112582781456954,0.0033112582781456954,0.006622516556291391,0.004415011037527594,0.0349618065353798
SLO,2016,70,12,1,2,1,4,False,306.0,42.0,28.0,0.42857142857142855,0.0032679738562091504,0.006535947712418301,0.0032679738562091504,0.004357298474945534,0.03450478945648594
SLO,2020,64,17,3,1,1,5,False,339.0,50.0,33.0,0.5151515151515151,0.008849557522123894,0.0029498525073746312,0.0029498525073746312,0.004916420845624385,0.03956167091039996
SLO,2024,117,17,2,1,0,3,False,329.0,48.0,32.0,0.53125,0.0060790273556231,0.00303951367781155,0.0,0.00303951367781155,0.04396928738539779
SMR,2004,5,3,0,0,0,0,False,301.0,40.0,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.008090991425249189
SMR,2008,4,3,0,0,0,0,False,302.0,42.0,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.007298040661559718
SMR,2012,4,4,0,0,0,0,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.007298040661559718
SMR,2016,4,2,0,0,0,0,False,306.0,42.0,28.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.007202641437225605
SMR,2020,8,4,0,1,2,3,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0029498525073746312,0.0058997050147492625,0.0029498525073746312,0.006501499350416033
SMR,2024,5,5,0,0,0,0,False,329.0,48.0,32.0,0.15625,0.0,0.0,0.0,0.0,0.006699113312434757
SRB,2008,97,11,0,1,2,3,False,302.0,42.0,27.0,0.4074074074074074,0.0,0.0033112582781456954,0.006622516556291391,0.0033112582781456954,0.030428347545430227
SRB,2012,134,15,1,1,2,4,False,302.0,40.0,26.0,0.5769230769230769,0.0033112582781456954,0.0033112582781456954,0.006622516556291391,0.004415011037527594,0.03156418657240656
SRB,2016,127,14,2,4,2,8,False,306.0,42.0,28.0,0.5,0.006535947712418301,0.013071895424836602,0.006535947712418301,0.008714596949891068,0.03115158282636204
SRB,2020,110,16,3,1,5,9,False,339.0,50.0,33.0,0.48484848484848486,0.008849557522123894,0.0029498525073746312,0.014749262536873156,0.008849557522123894,0.03801128581831699
SRB,2024,135,16,3,1,1,5,False,329.0,48.0,32.0,0.5,0.00911854103343465,0.00303951367781155,0.00303951367781155,0.005065856129685917,0.030890018670429422
SRI,2004,8,3,0,0,0,0,False,301.0,40.0,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
SRI,2008,9,6,0,0,0,0,False,302.0,42.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
SRI,2012,8,4,0,0,0,0,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
SRI,2016,10,6,0,0,0,0,False,306.0,42.0,28.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
SRI,2020,13,7,0,0,0,0,False,339.0,50.0,33.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0
SRI,2024,6,3,0,0,0,0,False,329.0,48.0,32.0,0.09375,0.0,0.0,0.0,0.0,0.0
SUD,2004,4,1,0,0,0,0,False,301.0,40.0,27.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
SUD,2008,9,2,0,1,0,1,False,302.0,42.0,27.0,0.07407407407407407,0.0,0.0033112582781456954,0.0,0.0011037527593818985,0.0
SUD,2012,6,2,0,0,0,0,False,302.0,40.0,26.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
SUD,2016,6,3,0,0,0,0,False,306.0,42.0,28.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0
SUD,2020,5,4,0,0,0,0,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0
SUD,2024,4,3,0,0,0,0,False,329.0,48.0,32.0,0.09375,0.0,0.0,0.0,0.0,0.0
SUI,2004,138,19,1,1,3,5,False,301.0,40.0,27.0,0.7037037037037037,0.0033222591362126247,0.0033222591362126247,0.009966777408637873,0.005537098560354375,0.05078598291235884
SUI,2008,116,20,2,1,4,7,False,302.0,42.0,27.0,0.7407407407407407,0.006622516556291391,0.0033112582781456954,0.013245033112582781,0.00772626931567329,0.050567826553091444
SUI,2012,126,19,2,2,0,4,False,302.0,40.0,26.0,0.7307692307692307,0.006622516556291391,0.006622516556291391,0.0,0.004415011037527594,0.05139897826008939
SUI,2016,152,17,3,2,2,7,False,306.0,42.0,28.0,0.6071428571428571,0.00980392156862745,0.006535947712418301,0.006535947712418301,0.007625272331154684,0.05072709619133005
SUI,2020,196,25,3,4,6,13,False,339.0,50.0,33.0,0.7575757575757576,0.008849557522123894,0.011799410029498525,0.017699115044247787,0.012782694198623401,0.05134769862259972
SUI,2024,218,22,1,2,5,8,False,329.0,48.0,32.0,0.6875,0.00303951367781155,0.0060790273556231,0.015197568389057751,0.008105369807497468,0.052908418945475086
SVK,2004,84,14,2,2,2,6,False,301.0,40.0,27.0,0.5185185185185185,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.006644518272425249,0.012851839780704793
SVK,2008,67,14,3,2,1,6,False,302.0,42.0,27.0,0.5185185185185185,0.009933774834437087,0.006622516556291391,0.0033112582781456954,0.006622516556291391,0.012190626374900568
SVK,2012,65,11,0,1,3,4,False,302.0,40.0,26.0,0.4230769230769231,0.0,0.0033112582781456954,0.009933774834437087,0.004415011037527594,0.012190626374900568
SVK,2016,63,12,2,2,0,4,False,306.0,42.0,28.0,0.42857142857142855,0.006535947712418301,0.006535947712418301,0.0,0.004357298474945534,0.013722960427965841
SVK,2020,56,14,1,2,1,4,False,339.0,50.0,33.0,0.42424242424242425,0.0029498525073746312,0.0058997050147492625,0.0029498525073746312,0.003933136676499509,0.01251052045447295
SVK,2024,38,13,0,0,1,1,False,329.0,48.0,32.0,0.40625,0.0,0.0,0.00303951367781155,0.0010131712259371835,0.012890779434852066
SWE,2004,157,20,4,2,1,7,False,301.0,40.0,27.0,0.7407407407407407,0.013289036544850499,0.006644518272425249,0.0033222591362126247,0.007751937984496124,0.06906421709538758
SWE,2008,169,20,0,4,1,5,False,302.0,42.0,27.0,0.7407407407407407,0.0,0.013245033112582781,0.0033112582781456954,0.005518763796909493,0.06900306841097409
SWE,2012,168,21,1,4,3,8,False,302.0,40.0,26.0,0.8076923076923077,0.0033112582781456954,0.013245033112582781,0.009933774834437087,0.008830022075055188,0.06802062923235797
SWE,2016,186,22,2,6,3,11,False,306.0,42.0,28.0,0.7857142857142857,0.006535947712418301,0.0196078431372549,0.00980392156862745,0.011982570806100218,0.06882315932650222
SWE,2020,173,23,3,6,0,9,False,339.0,50.0,33.0,0.696969696969697,0.008849557522123894,0.017699115044247787,0.0,0.008849557522123894,0.0655872782515251
SWE,2024,173,21,4,4,3,11,False,329.0,48.0,32.0,0.65625,0.0121580547112462,0.0121580547112462,0.00911854103343465,0.011144883485309016,0.06758081254488454
SYR,2004,6,5,0,0,1,1,False,301.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0033222591362126247,0.0011074197120708748,0.0024390158308519685
SYR,2008,7,5,0,0,0,0,False,302.0,42.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0024309396194915314
SYR,2012,10,7,0,0,0,0,False,302.0,40.0,26.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0024309396194915314
SYR,2016,7,5,0,0,0,0,False,306.0,42.0,28.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0023991626310014462
SYR,2020,6,6,0,0,1,1,False,339.0,50.0,33.0,0.18181818181818182,0.0,0.0,0.0029498525073746312,0.0009832841691248771,0.0020212414377994486
SYR,2024,10,6,0,0,0,0,False,329.0,48.0,32.0,0.1875,0.0,0.0,0.0,0.0,0.0014876266769735412
THA,2004,51,13,3,1,4,8,False,301.0,40.0,27.0,0.48148148148148145,0.009966777408637873,0.0033222591362126247,0.013289036544850499,0.008859357696566999,0.026196123906465436
THA,2008,53,12,2,2,0,4,False,302.0,42.0,27.0,0.4444444444444444,0.006622516556291391,0.006622516556291391,0.0,0.004415011037527594,0.02610938177432482
THA,2012,43,15,0,2,1,3,False,302.0,40.0,26.0,0.5769230769230769,0.0,0.006622516556291391,0.0033112582781456954,0.0033112582781456954,0.026382855416977498
THA,2016,58,15,2,2,2,6,False,306.0,42.0,28.0,0.5357142857142857,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.026037981489958183
THA,2020,48,15,1,0,1,2,False,339.0,50.0,33.0,0.45454545454545453,0.0029498525073746312,0.0,0.0029498525073746312,0.0019665683382497543,0.022554617864629478
THA,2024,58,18,1,3,2,6,False,329.0,48.0,32.0,0.5625,0.00303951367781155,0.00911854103343465,0.0060790273556231,0.0060790273556231,0.0193300545192649
TJK,2004,9,5,0,0,0,0,False,301.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.010822236040131952
TJK,2008,16,8,0,1,1,2,False,302.0,42.0,27.0,0.2962962962962963,0.0,0.0033112582781456954,0.0033112582781456954,0.002207505518763797,0.01092494566618709
TJK,2012,16,7,0,0,1,1,False,302.0,40.0,26.0,0.2692307692307692,0.0,0.0,0.0033112582781456954,0.0011037527593818985,0.011198419308839764
TJK,2016,7,4,1,0,0,1,False,306.0,42.0,28.0,0.14285714285714285,0.0032679738562091504,0.0,0.0,0.0010893246187363835,0.011052034742711141
TJK,2020,10,4,0,0,0,0,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.010284718243979578
TJK,2024,14,6,0,0,3,3,False,329.0,48.0,32.0,0.1875,0.0,0.0,0.00911854103343465,0.00303951367781155,0.010597323661729718
TKM,2004,10,6,0,0,0,0,False,301.0,40.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.004700204763107591
TKM,2008,10,6,0,0,0,0,False,302.0,42.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.004684641171176771
TKM,2012,10,5,0,0,0,0,False,302.0,40.0,26.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.004684641171176771
TKM,2016,9,5,0,0,0,0,False,306.0,42.0,28.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.004623404031684265
TKM,2020,10,4,0,1,0,1,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0029498525073746312,0.0,0.0009832841691248771,0.003895115608994177
TKM,2024,6,4,0,0,0,0,False,329.0,48.0,32.0,0.125,0.0,0.0,0.0,0.0,0.0028667915576400913
TPE,2004,104,14,2,2,1,5,False,301.0,40.0,27.0,0.5185185185185185,0.006644518272425249,0.006644518272425249,0.0033222591362126247,0.005537098560354375,0.02323494325013539
TPE,2008,92,15,0,0,4,4,False,302.0,42.0,27.0,0.5555555555555556,0.0,0.0,0.013245033112582781,0.004415011037527594,0.022897959169998015
TPE,2012,55,14,0,1,1,2,False,302.0,40.0,26.0,0.5384615384615384,0.0,0.0033112582781456954,0.0033112582781456954,0.002207505518763797,0.02317143281265069
TPE,2016,67,18,1,0,2,3,False,306.0,42.0,28.0,0.6428571428571429,0.0032679738562091504,0.0,0.006535947712418301,0.0032679738562091504,0.023804476610430746
TPE,2020,117,18,2,4,6,12,False,339.0,50.0,33.0,0.5454545454545454,0.0058997050147492625,0.011799410029498525,0.017699115044247787,0.011799410029498525,0.023743054242746923
TPE,2024,78,17,2,0,5,7,False,329.0,48.0,32.0,0.53125,0.0060790273556231,0.0,0.015197568389057751,0.0070921985815602835,0.020846671671321194
TTO,2004,26,4,0,0,1,1,False,301.0,40.0,27.0,0.14814814814814814,0.0,0.0,0.0033222591362126247,0.0011074197120708748,0.002498461683227236
TTO,2008,35,4,1,1,0,2,False,302.0,42.0,27.0,0.14814814814814814,0.0033112582781456954,0.0033112582781456954,0.0,0.002207505518763797,0.0025443231667589767
TTO,2012,38,6,1,1,2,4,False,302.0,40.0,26.0,0.23076923076923078,0.0033112582781456954,0.0033112582781456954,0.006622516556291391,0.004415011037527594,0.0025443231667589767
TTO,2016,43,8,0,0,1,1,False,306.0,42.0,28.0,0.2857142857142857,0.0,0.0,0.0032679738562091504,0.0010893246187363835,0.0025110640403961143
TTO,2020,44,8,0,0,0,0,False,339.0,50.0,33.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.002314850224398301
TTO,2024,23,3,0,0,0,0,False,329.0,48.0,32.0,0.09375,0.0,0.0,0.0,0.0,0.0023852104135897384
TUN,2004,64,14,0,0,0,0,False,301.0,40.0,27.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.010376457526853131
TUN,2008,29,10,1,0,0,1,False,302.0,42.0,27.0,0.37037037037037035,0.0033112582781456954,0.0,0.0,0.0011037527593818985,0.010560113577283156
TUN,2012,87,17,1,1,1,3,False,302.0,40.0,26.0,0.6538461538461539,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954,0.010560113577283156
TUN,2016,65,17,0,0,3,3,False,306.0,42.0,28.0,0.6071428571428571,0.0,0.0,0.00980392156862745,0.0032679738562091504,0.010422072876926515
TUN,2020,73,17,1,1,0,2,False,339.0,50.0,33.0,0.5151515151515151,0.0029498525073746312,0.0029498525073746312,0.0,0.0019665683382497543,0.010091993647769288
TUN,2024,31,15,1,1,1,3,False,329.0,48.0,32.0,0.46875,0.00303951367781155,0.00303951367781155,0.00303951367781155,0.00303951367781155,0.010398741175057107
TUR,2004,74,10,3,3,5,11,False,301.0,40.0,27.0,0.37037037037037035,0.009966777408637873,0.009966777408637873,0.016611295681063124,0.012181616832779624,0.03982346966847117
TUR,2008,71,12,1,3,3,7,False,302.0,42.0,27.0,0.4444444444444444,0.0033112582781456954,0.009933774834437087,0.009933774834437087,0.00772626931567329,0.03917875546005002
TUR,2012,119,16,2,2,1,5,False,302.0,40.0,26.0,0.6153846153846154,0.006622516556291391,0.006622516556291391,0.0033112582781456954,0.005518763796909493,0.04057097830852589
TUR,2016,119,21,1,3,4,8,False,306.0,42.0,28.0,0.75,0.0032679738562091504,0.00980392156862745,0.013071895424836602,0.008714596949891068,0.04004063872279352
TUR,2020,139,18,2,2,9,13,False,339.0,50.0,33.0,0.5454545454545454,0.0058997050147492625,0.0058997050147492625,0.02654867256637168,0.012782694198623401,0.050086986384522365
TUR,2024,165,19,0,3,5,8,False,329.0,48.0,32.0,0.59375,0.0,0.00911854103343465,0.015197568389057751,0.008105369807497468,0.036318934698806156
UAE,2004,5,3,1,0,0,1,False,301.0,40.0,27.0,0.1111111111111111,0.0033222591362126247,0.0,0.0,0.0011074197120708748,0.0010938942997316885
UAE,2008,9,7,0,0,0,0,False,302.0,42.0,27.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0010902721331762855
UAE,2012,26,6,0,0,0,0,False,302.0,40.0,26.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0010902721331762855
UAE,2016,12,6,0,0,1,1,False,306.0,42.0,28.0,0.21428571428571427,0.0,0.0,0.0032679738562091504,0.0010893246187363835,0.0010760202098667915
UAE,2020,5,4,0,0,0,0,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0010406516568243938
UAE,2024,16,5,0,0,0,0,False,329.0,48.0,32.0,0.15625,0.0,0.0,0.0,0.0,0.0010722824062719437
UGA,2004,11,4,0,0,0,0,False,301.0,40.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.016901429744435262
UGA,2008,11,4,0,0,0,0,False,302.0,42.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.01721167050061371
UGA,2012,16,4,1,0,0,1,False,302.0,40.0,26.0,0.15384615384615385,0.0033112582781456954,0.0,0.0,0.0011037527593818985,0.01721167050061371
UGA,2016,23,3,0,0,0,0,False,306.0,42.0,28.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.016986681343742944
UGA,2020,28,4,2,1,1,4,False,339.0,50.0,33.0,0.12121212121212122,0.0058997050147492625,0.0029498525073746312,0.0029498525073746312,0.003933136676499509,0.015659346989072762
UGA,2024,27,4,1,1,0,2,False,329.0,48.0,32.0,0.125,0.00303951367781155,0.00303951367781155,0.0,0.002026342451874367,0.0161353149826616
UKR,2004,357,23,8,5,9,22,False,301.0,40.0,27.0,0.8518518518518519,0.026578073089700997,0.016611295681063124,0.029900332225913623,0.024363233665559248,0.05534629480878907
UKR,2008,327,24,7,5,15,27,False,302.0,42.0,27.0,0.8888888888888888,0.023178807947019868,0.016556291390728478,0.04966887417218543,0.029801324503311258,0.05510870743086189
UKR,2012,304,25,6,5,9,20,False,302.0,40.0,26.0,0.9615384615384616,0.019867549668874173,0.016556291390728478,0.029801324503311258,0.02207505518763797,0.05625697023591773
UKR,2016,272,24,2,5,4,11,False,306.0,42.0,28.0,0.8571428571428571,0.006535947712418301,0.016339869281045753,0.013071895424836602,0.011982570806100218,0.05552158500407567
UKR,2020,225,28,1,6,12,19,False,339.0,50.0,33.0,0.8484848484848485,0.0029498525073746312,0.017699115044247787,0.035398230088495575,0.018682399213372666,0.060592254799335665
UKR,2024,212,25,3,5,4,12,False,329.0,48.0,32.0,0.78125,0.00911854103343465,0.015197568389057751,0.0121580547112462,0.0121580547112462,0.0542541732577709
USA,2004,726,31,36,39,26,101,False,301.0,40.0,27.0,1.1481481481481481,0.11960132890365449,0.12956810631229235,0.08637873754152824,0.11184939091915837,0.44169549141624803
